KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
TalonSentinelRed,Warrior,,Guerrier,,,,,,,,,,,,,,
TalonSentinel,Warrior,,Guerrier,,,,,,,,,,,,,,
TalonChief,Village Chief,,Chef de Colonie,,,,,,,,,,,,,,
TalonGuardianGroup,Warriors,,Guerriers,,,,,,,,,,,,,,
TalonGuardianLeader,Group Leader,,Chef,,,,,,,,,,,,,,
AssaultCyborgSentinel,Sentinel Android,,Cyborg d'assaut,,,,,,,,,,,,,,
AssaultCyborgCommando,Android Command Unit,,Cyborg d'assaut (commando),,,,,,,,,,,,,,
AssaultCyborgDamaged,Damaged Battle Android,,Cyborg d'assaut (endommagé),,,,,,,,,,,,,,
AlienBug02Small,Lesser Nyxiss Scorpion,,Scorpion Alien (petit),,,,,,,,,,,,,,
AlienBug02Baby,Nyxiss Scorpion Hatchling,,Scorpion Alien (bébé),,,,,,,,,,,,,,
Spider01Small,Lesser Erebus Spider,,Arraignée (petite),,,,,,,,,,,,,,
Spider01Baby,Erebus Spider Hatchling,,Arraignée (bébé),,,,,,,,,,,,,,
Spider02Small,Lesser Charon Spider,,Arraignée (petite),,,,,,,,,,,,,,
Spider02Baby,Charon Spider Hatchling,,Arraignée (bébé),,,,,,,,,,,,,,
Spider03Small,Lesser Pluton Spider,,Arraignée (petite),,,,,,,,,,,,,,
Spider03Baby,Pluton Spider Hatchling,,Arraignée (bébé),,,,,,,,,,,,,,
Trader1,Trader,,Commerçant,,,,,,,,,,,,,,
Trader2,Trader,,Commerçant,,,,,,,,,,,,,,
Trader3,Trader,,Commerçant,,,,,,,,,,,,,,
Trader4,Trader,,Commerçant,,,,,,,,,,,,,,
Trader5,Trader,,Commerçant,,,,,,,,,,,,,,
Trader6,Trader,,Commerçant,,,,,,,,,,,,,,
TraderTalon,Merchant,,Commerçant,,,,,,,,,,,,,,
TraderTalon2,Merchant,,Commerçant,,,,,,,,,,,,,,
TraderZirax,Merchant,,Commerçant,,,,,,,,,,,,,,
TraderHuman,Merchant,,Commerçant,,,,,,,,,,,,,,
TraderKriel,Merchant,,Commerçant,,,,,,,,,,,,,,
TraderCyborgDamaged,Vendor,,Commerçant,,,,,,,,,,,,,,
TraderCyborgEngineer,Vendor,,Commerçant,,,,,,,,,,,,,,
TraderCyborgMedical,Vendor,,Commerçant,,,,,,,,,,,,,,
TraderCyborgServant,Vendor,,Commerçant,,,,,,,,,,,,,,
TraderCyborg,Vendor,,Commerçant,,,,,,,,,,,,,,
TurretRobotV2,Security Robot,,Robot de sécurité,,,,,,,,,,,,,,
AssaultMech,Assault Mech,,MÉCHA de combat,,,,,,,,,,,,,,
ZiraxCommander,Commander,,Commandant,,,,,,,,,,,,,,
ZiraxMinigunGroup,Zirax Soldier,,Zirax (mitrailleuse),,,,,,,,,,,,,,
ZiraxRocketGroup,Laser Zirax,,Zirax (laser),,,,,,,,,,,,,,
ZiraxLaserGroup,Rocket Zirax,,Zirax (roquette),,,,,,,,,,,,,,
ZiraxShotgunGroup,Shotgun Zirax,,Zirax (fusil à pompe),,,,,,,,,,,,,,
MechanoidGroup,Mechanoid,,Combattant,,,,,,,,,,,,,,
DroneBaseAttackHeavyRocket,Siege Drone Gunship,,Drone roquette (lourd),,,,,,,,,,,,,,
DroneBaseAttackHeavyMinigun,Siege Drone Gunship,,Drone mitrailleuse (lourd),,,,,,,,,,,,,,
DroneTroopsTransportBaseAttack,Troop Dropship,,Transport de troupes,,,,,,,,,,,,,,
DroneTroopsTransportBaseAttackSmall,Troop Transport,,Transport de troupes,,,,,,,,,,,,,,
DroneBomberAttackBase,Heavy Bomber,,Bombardier,,,,,,,,,,,,,,
AlienBug02SpawnedGroup,Nyxiss Scorpion,,Scorpion Nyxiss,,,,,,,,,,,,,,
CrawlerGroup,Crawler,,Cerbère,,,,,,,,,,,,,,
OverseerGroup,Overseer,,Superviseur Alien,,,,,,,,,,,,,,
FarDrone,Unidentified Contact,,Contact non identifié,,,,,,,,,,,,,,
SantaClausHat,Santa Hat,,Chapeau de Père Noël,,,,,,,,,,,,,,
Pirates,Pirate Clans,,Clans pirates,,,,,,,,,,,,,,
Xenu,Xenu (Zirax Empire),,Maison Xenu (Empire Zirax),,,,,,,,,,,,,,
Ghyst,Ghyst (Zirax Empire),,Maison Gh'yst (Empire Zirax),,,,,,,,,,,,,,
Rados,Rados (Zirax Empire),,Maison Rados (Empire Zirax),,,,,,,,,,,,,,
Epsilon,Epsilon (Zirax Empire),,Maison Epsilon (Empire Zirax),,,,,,,,,,,,,,
Serdu,Serdu (Zirax Empire),,Maison Serdu (Empire Zirax),,,,,,,,,,,,,,
Abyssal,Abyssal (Zirax Empire),,Maison Aby'Sal (Empire Zirax),,,,,,,,,,,,,,
Tesch,Tesch Collective,,Collectif Tech,,,,,,,,,,,,,,
Colonists,Free Colonists,,Colons libres,,,,,,,,,,,,,,
Civilian,Civilians,,Civils,,,,,,,,,,,,,,
GLaD,UCT,,UCT,,,,,,,,,,,,,,
Void,VOID,,VOID,,,,,,,,,,,,,,
Progenitor,Progenitor,,Ancêtres,,,,,,,,,,,,,,
Alien,Alien,,Alien,,,,,,,,,,,,,,
Prey,Prey,,Proie,,,,,,,,,,,,,,
Predator,Predator,,Prédateur,,,,,,,,,,,,,,
headTags,Tags,,Tags,,,,,,,,,,,,,,
ExplReportPlanet,Exploration Report (Planet),,Rapport d'exploration (planète),,,,,,,,,,,,,,
ZiraxLeader,Troop Leader,,Chef de troupes,,,,,,,,,,,,,,
OrbitLegacyHome,Contamination Zone,,Orbite,,,,,,,,,,,,,,
TalonCrossbowPlayer,[c][F3FF3F]Plasma Crossbow[-][/c],,Arbalète chargée (Talon),,,,,,,,,,,,,,
GLaD Outpost,UCT Outpost,,Avant-poste UCT,,,,,,,,,,,,,,
Illegal Mining Operation,Illegal Mining Operation,,Exploitation minière illégale,,,,,,,,,,,,,,
Hidden Pirate Base,Hidden Pirate Base,,Repaire de pirates,,,,,,,,,,,,,,
Planet Remnant,Planet Remnant,,Debris de planète,,,,,,,,,,,,,,
Asteroid Mining Facility,Asteroid Mining Facility,,"Astéroïde installation minière ",,,,,,,,,,,,,,
Sigma Fulcrum,Sigma Fulcrum,,Sigma Fulcrum,,,,,,,,,,,,,,
TOP Destillery,TOP Distillery,,TOP Distillerie,,,,,,,,,,,,,,
Farr,Brotherhood of Farr,,Confrérie de Farr,,,,,,,,,,,,,,
bkiFireStickGreen,A digital storage device with packaged Overclocking Software used to temporarily boost the capture rate of Hacking Equipment.\n[c][FF0000]Possession of Overclocking Software is illegal under Galactic Law and carries with it a penalty of imprisonment or a severe fine.,,Un périphérique de stockage numérique avec un logiciel d'overclocking intégré utilisé pour augmenter temporairement le taux de capture de l'équipement de piratage.\n[c][FF0000]La possession d'un logiciel d'overclocking est illégale en vertu de la loi galactique et entraîne une peine d'emprisonnement ou une amende sévère.,,,,,,,,,,,,,,
bkiFireStickBlue,A digital storage device with packaged Fortify Software used to encrypt captured nodes during the hacking process.\n[c][FF0000]Possession of Fortify Software is illegal under Galactic Law and carries with it a penalty of imprisonment or a severe fine.,,Un périphérique de stockage numérique avec le logiciel Fortify encodé utilisé pour crypter les nœuds capturés pendant le processus de piratage.\n[c][FF0000]La possession du logiciel Fortify est illégale en vertu de la loi galactique et entraîne une peine d'emprisonnement ou une amende sévère.,,,,,,,,,,,,,,
bkiFireStickRed,A digital storage device with packaged Spam Software used to stall Security Systems by flooding them with junk data during the hacking process.\n[c][FF0000]Possession of Spam Software is illegal under Galactic Law and carries with it a penalty of imprisonment or a severe fine.,,Un périphérique de stockage numérique contenant un logiciel de spam utilisé pour bloquer les systèmes de sécurité en les inondant de données indésirables pendant le processus de piratage.\n[c][FF0000]La possession de logiciels de spam est illégale en vertu de la loi galactique et entraîne une peine d'emprisonnement ou une amende sévère.,,,,,,,,,,,,,,
bkiReportsGlobalInfo,Reports and Data can be traded in at an Info Hoarder (GIN consoles) or local brokers. Note: Pricing might vary and trading in reports might not be without risk.,,Les rapports et les données peuvent être négociés via une console RIG ou les négociants locaux. Remarque: les prix peuvent varier et la négociation de rapports peut ne pas être sans risque.,,,,,,,,,,,,,,
bkiKeysGeneral,"Keys are used in various places, like opening doors or accessing consoles.",,"Les clés sont utilisées à divers endroits, comme l'ouverture de portes ou l'accès aux consoles.",,,,,,,,,,,,,,
KeyCardMilitary,Military Keycard,,Clé d'accès (militaire),,,,,,,,,,,,,,
KeyCardSecurity,Security Keycard,,Clé d'accès (sécurité),,,,,,,,,,,,,,
KeyCardExploration,Exploration Keycard,,Clé d'accès (exploration),,,,,,,,,,,,,,
KeyCardScience,Scientific Keycard,,Clé d'accès (science),,,,,,,,,,,,,,
KeyCardCommon,Standard Keycard,,Clé d'accès (communication),,,,,,,,,,,,,,
FireStickGreen,[c][00FF00]Hacking Software: Overclock[-][/c],,[c][00FF00]Logiciel de piratage : Overclock[-][/c],,,,,,,,,,,,,,
FireStickBlue,[c][009FFF]Hacking Software: Fortify[-][/c],,[c][009FFF]Logiciel de piratage : Fortify[-][/c],,,,,,,,,,,,,,
FireStickRed,[c][FF3F3F]Hacking Software: Spam[-][/c],,[c][FF3F3F]Logiciel de piratage : spam[-][/c],,,,,,,,,,,,,,
ReportMaintenanceData,Maintenance Data,,Données maintenance,,,,,,,,,,,,,,
ReportWorkShiftData,Work Shift Data,,Données travaux,,,,,,,,,,,,,,
ReportTransportationData,Transportation Data,,Données transport,,,,,,,,,,,,,,
ReportCommunicationData,Communication Data,,Données communication,,,,,,,,,,,,,,
ReportEconomicData,Economic Data,,Données économiques,,,,,,,,,,,,,,
ReportScienceRawData,Science Raw Data,,Données scientifiques,,,,,,,,,,,,,,
ReportBiologicalData,Biological Data,,Données biologiques,,,,,,,,,,,,,,
ReportMaterialData,Material Data,,Données matériaux,,,,,,,,,,,,,,
ReportArcheologicalData,Archeological Data,,Données archéologiques,,,,,,,,,,,,,,
ReportAnomalousData,Anomalous Data,,Données anormales,,,,,,,,,,,,,,
ReportExplorationRawData,Exploration Raw Data,,Données exploration,,,,,,,,,,,,,,
ReportGeologicalData,Geological Data,,Données géologiques,,,,,,,,,,,,,,
ReportAtmosphericData,Atmospheric Data,,Données atmosphériques,,,,,,,,,,,,,,
ReportAstronomicalData,Astronomical Data,,Données astronomiques,,,,,,,,,,,,,,
ReportPlanetaryResourceData,Planetary Resource Data,,Données ressources planétaires,,,,,,,,,,,,,,
ReportSpaceWeather,Space Weather Forecast,,Prévisions météo spatiale,,,,,,,,,,,,,,
ReportNavigationData,Navigation Data Report,,Rapports de données de navigation,,,,,,,,,,,,,,
ReportSpaceAnomality,Space Anomalies Report,,Rapports d'anomalies spatiales,,,,,,,,,,,,,,
ReportWarpSignatures,Warp Signatures Report,,Rapports de signatures de distorsion,,,,,,,,,,,,,,
ReportWeaponSignatures,Weapon Signatures Report,,Rapports de signatures d'armes,,,,,,,,,,,,,,
ReportMilitaryRawData,Military Raw Data,,Données militaires,,,,,,,,,,,,,,
ReportMilitaryScouting,Scout Report,,Rapports éclaireurs,,,,,,,,,,,,,,
ReportMilitarySurveillance,Surveillance Data,,Données surveillance,,,,,,,,,,,,,,
ReportMilitaryTroopMovement,Troop Movement Report,,Rapports de mouvements de troupes,,,,,,,,,,,,,,
ReportMilitaryClassified,Classified Information,,Informations classifiées,,,,,,,,,,,,,,
bkiClearanceKeysGeneral,A single-use Keycard used for accessing communication satellite's secure system or opening some locked devices.,,Clé d'accès utilisable à usage unique pour télécharger des rapports ou déverrouiller des appareils.,,,,,,,,,,,,,,
InfoHoarderALL,Information Broker,,Collecteur d'informations,,,,,,,,,,,,,,
FarrHomeworld,Homeworld,,Monde natal,,,,,,,,,,,,,,
KrielHomeworldMoon,Moon,,Lune,,,,,,,,,,,,,,
ZiraxHomeworld,Homeworld,,Monde natal,,,,,,,,,,,,,,
ZiraxHomeworldMoon,Moon,,Lune,,,,,,,,,,,,,,
LegacyNexusWorld,Nexus World,,Monde Nexus,,,,,,,,,,,,,,
bkiTurretEnemyColored,Turret variant. (Work in Progress),,Variante de tourelle (travail en cours..),,,,,,,,,,,,,,
bkiTurretEnemyTESCH,"Dark Matter Turret, used by the TESCH faction.",,"Tourelle à matière noire, utilisée par la faction TECH",,,,,,,,,,,,,,
AlienBug01V2,Leafcutter Insect,,Insecte coupe-feuilles,,,,,,,,,,,,,,
AlienBug01Old,Leafcutter Insect,,Insecte coupe-feuilles,,,,,,,,,,,,,,
igmEffectOpenWound,You've got an open wound.\nUse a Health Pack or a Trauma Kit to heal or Bandages to treat!,,Vous avez une plaie ouverte.\nUtilisez un kit de santé ou un kit de traumatologie pour guérir ou des bandages pour soigner !,,,,,,,,,,,,,,
igmEffectBleeding,"You're bleeding.\nUse a Health Pack, Bandages or a Trauma kit to heal!",," Vous saignez.\nUtilisez un pack de santé, des bandages ou un kit de traumatologie pour vous soigner !",,,,,,,,,,,,,,
txtNoChapterSelected,No chapter selected,,Aucun chapitre sélectionné,,,,,,,,,,,,,,
Raptor02,Androraptor,,Androraptor,,,,,,,,,,,,,,
AssaultMech,Assault Mech,,MÉCHA de combat,,,,,,,,,,,,,,
WarpDriveT2,Advanced Warp Drive,,Moteur à distorsion avancé,,,,,,,,,,,,,,
PentaxidSeedCrystal,Pentaxid Seed Crystal,,Semence de Pentaxid Crystal,,,,,,,,,,,,,,
PentaxidSeedCrystal2,Pentaxid Crystal Growth,,Croissance des cristaux de pentaxide,,,,,,,,,,,,,,
PentaxidSeedCrystal3,Pentaxid Crystal Formation,,Formation de cristaux pentaxides,,,,,,,,,,,,,,
PentaxidSeedCrystal3Harvested,Pentaxid Crystal Growth,,Croissance des cristaux de pentaxide,,,,,,,,,,,,,,
EMP-Warhead,375mm EMP Warhead,,Ogive EMP de 375 mm,,,,,,,,,,,,,,
ThrusterGVSuperRound2x4x2,Large Plasma Thruster,,Grand propulseur à plasma,,,,,,,,,,,,,,
ZiraxAssaultRiflePlayer,[c][FF0000]Zirax Combat Rifle[-][/c],,[c][FF0000]Fusil de combat Zirax[-][/c],,,,,,,,,,,,,,
ZiraxShotgunPlayer,[c][FF0000]Zirax Heavy Shotgun[-][/c],,[c][FF0000]Fusil de chasse lourd Zirax[-][/c],,,,,,,,,,,,,,
MedicGun,Medical Injector,,Injecteur médical,,,,,,,,,,,,,,
TurretEnemyLaserChargeT2,[c][F300FF]Biomatter Charge[-][/c],,[c][F300FF]Charge de biomatière[-][/c],,,,,,,,,,,,,,
TurretEnemyLaserCharge,[c][FF8800]Zirax Laser Cell[-][/c],,[c][FF8800]Cellule laser Zirax[-][/c],,,,,,,,,,,,,,
TurretEnemyRocketAmmo,[c][FF8800]Zirax Heat-Seeking Rocket[-][/c],,[c][FF8800]Fusée Zirax thermo-guidé[-][/c],,,,,,,,,,,,,,
TurretEnemyArtilleryAmmo,[c][FF8800]Zirax Artillery Shell[-][/c],,[c][FF8800]Obus d'artillerie Zirax[-][/c],,,,,,,,,,,,,,
TurretEnemyEMPCharge,[c][FF8800]Zirax EMP Charge[-][/c],,[c][FF8800]Charge EMP Zirax[-][/c],,,,,,,,,,,,,,
BoiledEgg,Hard-Boiled Egg,,Oeuf dur,,,,,,,,,,,,,,
CPUExtenderSmallT5,[c][F300FF]Small CPU Extender (Quantum)[-][/c],,[c][F300FF]Extension CPU Quantum,,,,,,,,,,,,,,
CPUExtenderLargeT5,[c][F300FF]CPU Extender (Quantum)[-][/c],,[c][F300FF]Extension CPU Quantum,,,,,,,,,,,,,,
SporeDrone,Spore,,Spore,,,,,,,,,,,,,,
ZiraxEliteSoldier,Elite Zirax Soldier,,Soldat d'élite Zirax,,,,,,,,,,,,,,
ZiraxElitePlasma,Elite Plasma Zirax,,Elite Plasma Zirax,,,,,,,,,,,,,,
ZiraxEliteShotgun,Elite Shotgun Zirax,,Fusil d'élite Zirax,,,,,,,,,,,,,,
ZiraxEliteMarksman,Elite Zirax Marksman,,Tireur d'élite Zirax,,,,,,,,,,,,,,
WeaponMS03,Multiple Rocket Launcher,,Lance-roquettes,,,,,,,,,,,,,,
SpecOpsRifle,[c][F3FF3F]Tactical Stealth Rifle[-][/c],,[c][F3FF3F]Fusil Sniper Furtif[-][/c],,,,,,,,,,,,,,
RocketPodMSWeapon,Multiple Rocket Launcher,,Lance-roquettes,,,,,,,,,,,,,,
TurretSSPulseLaserWeapon,Light Laser Turret,,Tourelle laser à impulsion,,,,,,,,,,,,,,
WeaponSV08,Bomb Launcher,,Lanceur de Bombes,,,,,,,,,,,,,,
BombLauncherSSWeapon,Bomb Launcher,,Lanceur de Bombes,,,,,,,,,,,,,,
SubmachineGunT1,[c][37D2FF]Submachine Gun[-][/c],,[c][37D2FF]Mitraillette[-][/c],,,,,,,,,,,,,,
SubmachineGunT2,[c][15FF58]Advanced Submachine Gun[-][/c],,[c][15FF58]Mitraillette Avancé[-][/c],,,,,,,,,,,,,,
AssaultRifleT3,[c][F3FF3F]Elite Assault Rifle[-][/c],,[c][F3FF3F]Fusil d'assaut elite[-][/c],,,,,,,,,,,,,,
FlameThrowerT2,[c][F3FF3F]Advanced Flamethrower[-][/c],,[c][F3FF3F]Lance-flammes avancé[-][/c],,,,,,,,,,,,,,
SVBomb,[c][00FF00]Mk.122 Bomb[-][/c],,Bombe Mk.122,,,,,,,,,,,,,,
MinigunT2,[c][FFD837]Advanced Minigun[-][/c],,[c][15FF58]Mitrailleuse Avancé[-][/c],,,,,,,,,,,,,,
TurretSSPulseLaserWeapon,Laser Turret,,Tourelle laser à impulsion,,,,,,,,,,,,,,
FragGrenade,40mm Frag Grenade,,Grenade à fragmentation de 40 mm,,,,,,,,,,,,,,
GrenadeLauncher,[c][37D2FF]M40 Grenade Launcher[-][/c],,Lance-grenades M40,,,,,,,,,,,,,,
TurretPulsarAlien,Shockwave Emitter,,Émetteur d'onde de choc,,,,,,,,,,,,,,
LightRocketCV,[c][FFF300]125mm Unguided Missile[-][/c],,[c][FFF300]Fusée non guidée de 125 mm[-][/c],,,,,,,,,,,,,,
ShieldGeneratorSVT2,Heavy Shield Generator,,Générateur de bouclier fort,,,,,,,,,,,,,,
GeneratorSVT2,Advanced Small Generator,,Petit Générateur Avancé,,,,,,,,,,,,,,
LightBomberBase,Light Bomber,,Bombardier léger,,,,,,,,,,,,,,
Coffee,[c][A56A10]Hot Coffee[-][/c],,[c][A56A10]Café Chaud[-][/c],,,,,,,,,,,,,,
MushroomBellBrown01Stage3NoFruit,Mushrooms - Growing,,Champignons - en croissance,,,,,,,,,,,,,,
MiningCharge,Mining Charge,,Chargeur minier,,,,,,,,,,,,,,
ShieldGeneratorT0,Compact Shield Generator,,Générateur de bouclier compact,,,,,,,,,,,,,,
WeaponSV09,Heavy Flamethrower Unit,,Grande unité de lance-flammes,,,,,,,,,,,,,,
FlamethrowerHVWeapon,Heavy Flamethrower Unit,,Grande unité de lance-flammes,,,,,,,,,,,,,,
FlamethrowerTank,[c][0088FF]Flamethrower Fuel Tank[-][/c],,[c][0088FF]Réservoir de carburant pour lance-flammes[-][/c],,,,,,,,,,,,,,
HoverBike,Deployable Hoverbike,,Vélo Hover déployable,,,,,,,,,,,,,,
StructuralRampLarge,Structural Ramp (Large),,Rampe structurelle L,,,,,,,,,,,,,,
StructuralRampSmall,Structural Ramp (Small),,Rampe structurelle S,,,,,,,,,,,,,,
itmIronIngot,"An industrial ingot of Iron, the primary building material of all human technology and engineering.",,"Un lingot industriel de fer, le principal matériau de construction de toute technologie et ingénierie humaines.",,,,,,,,,,,,,,
itmCobaltIngot,An ingot of pure Cobalt. Commonly used in high-strength alloys and some electronics.,,Un lingot industriel de cobalt. Couramment utilisé dans les alliages à haute résistance et certains composants électroniques.,,,,,,,,,,,,,,
itmSiliconIngot,A common material used in everything from insulation to glass.,,"Un matériau commun utilisé dans tout, de l'isolation au verre.",,,,,,,,,,,,,,
itmNeodymiumIngot,Often used in high-strength electromagnets and Neodymium-doped glass lenses used in laser transmitters and weapons.,,Souvent utilisé dans les électroaimants à haute résistance et les lentilles en verre dopé au néodyme utilisés dans les émetteurs laser et les armes.,,,,,,,,,,,,,,
itmCopperIngot,A thermally and electrically conductive metal used in almost every kind of electronic component.,,Un métal thermiquement et électriquement conducteur utilisé dans presque tous les types de composants électroniques.,,,,,,,,,,,,,,
itmPromethiumPellets,Compressed discs of promethium crystal that are used in power cells using thermal and piezoelectric catalysts to generate a stable fission reaction.,,Disques compressés de cristal de prométhium utilisés dans les cellules de puissance utilisant des catalyseurs thermiques et piézoélectriques pour générer une réaction de fission stable.,,,,,,,,,,,,,,
itmErestrumIngot,A green-lustred metal similar in some aspects to both Beryllium and Gold. Its extremely low melting point and magnetic properties makes it ideal for plasma-based applications.,,Un métal lustré vert semblable à certains égards au béryllium et à l'or. Son point de fusion extrêmement bas et ses propriétés magnétiques le rendent idéal pour les applications à base de plasma.,,,,,,,,,,,,,,
itmZascosiumIngot,A unique metal that oxides a bright red. Zascosium has high spectral reflectivity when polished and exceptional hardness but is brittle.,,Un métal unique qui oxyde un rouge vif. Le zascosium a une réflectivité spectrale élevée lorsqu'il est poli et une dureté exceptionnelle mais il est cassant.,,,,,,,,,,,,,,
itmCrushedStone,Chunks of broken stone with trace amounts of several common metals.,,Des morceaux de pierre cassée avec des traces de plusieurs métaux communs.,,,,,,,,,,,,,,
itmRockDust,A fine powder made from crushed stone used as a binder in concrete.,,Une poudre fine fabriquée à partir de pierre concassée utilisée comme liant dans le béton.,,,,,,,,,,,,,,
itmMagnesiumPowder,A hazardous powdered form of Magnesium. Easily ignited it burns at over 3000 degrees and used in explosives and incendiary applications.,,"Une forme de poudre dangereuse de magnésium. S'enflamme facilement, il brûle à plus de 3000 degrés et est utilisé dans les explosifs et les applications incendiaires.",,,,,,,,,,,,,,
itmZascosiumOre,A rare-earth mineral comprised primarily of Zascosium. An element unique to the Andromeda Galaxy.,,Un minéral de terre rare composé principalement de zascosium. Un élément unique à la galaxie d'Andromède.,,,,,,,,,,,,,,
itmErestrumOre,A radioactive mineral comprised primarily of Erestrum. An element unique to the Andromeda Galaxy.,,Un minéral radioactif composé principalement d'Erestrum. Un élément unique à la galaxie d'Andromède.,,,,,,,,,,,,,,
itmMetalPieces,Scrap metal that can be melted down in a furnace for raw materials.,,Ferraille qui peut être fondue dans un four pour les matières premières.,,,,,,,,,,,,,,
itmGlassPlate,Silicate-based glass used in windows and optical lenses.,,Verre à base de silicate utilisé dans les fenêtres et les lentilles optiques.,,,,,,,,,,,,,,
itmSteelPlate,A steel plate with a foamsteel core that provides improved impact resistance and durability.,,Une plaque d'acier avec un noyau en mousse d'acier qui offre une résistance aux chocs et une durabilité améliorées.,,,,,,,,,,,,,,
itmCobaltAlloy,A HSS steel alloy used in aerospace engineering for its high heat resistance and superior hardness.,,Un alliage d'acier HSS utilisé dans l'ingénierie aérospatiale pour sa résistance thermique élevée et sa dureté supérieure.,,,,,,,,,,,,,,
itmNanotubes,Inert carbon-plastic tubes used to transport fluids and as a structural element in lightweight designs.,,Tubes inertes en carbone-plastique utilisés pour transporter les fluides et comme élément structurel dans les conceptions légères.,,,,,,,,,,,,,,
itmMotor,A highly-efficient electric motor used in many devices with moving parts.,,Un moteur électrique très efficace utilisé dans de nombreux appareils avec des pièces mobiles.,,,,,,,,,,,,,,
itmFluxCoil,An advanced electromagnetic coil used for generating magnetic fields on a large scale.,,Une bobine électromagnétique avancée utilisée pour générer des champs magnétiques à grande échelle.,,,,,,,,,,,,,,
itmElectronics,"An assortment of circuitboards, microchips and cables used in every electronic device.",,"Un assortiment de cartes de circuits imprimés, de micropuces et de câbles utilisés dans chaque appareil électronique.",,,,,,,,,,,,,,
itmEnergyMatrix,An electrical component that interfaces between computer and electrical systems to regulate the throughput of power.,,Un composant électrique qui fait l'interface entre l'ordinateur et les systèmes électriques pour réguler le débit d'énergie.,,,,,,,,,,,,,,
itmComputer,A dedicated computer hard drive used as the brain of many complex electronic systems.,,Un disque dur informatique dédié utilisé comme cerveau de nombreux systèmes électroniques complexes.,,,,,,,,,,,,,,
itmCapacitorComponent,A heavy industrial capacitor module used in some devices to store and output large amounts of energy.,,Un module de condensateur industriel lourd utilisé dans certains appareils pour stocker et produire de grandes quantités d'énergie.,,,,,,,,,,,,,,
itmMechanicalComponents,An assortment of small metal components used in most mechanical devices.,,Un assortiment de petits composants métalliques utilisés dans la plupart des appareils mécaniques.,,,,,,,,,,,,,,
itmOpticalFiber,A fiber optic cable used for data transmission and signal relay.,,Un câble à fibre optique utilisé pour la transmission de données et le relais de signal.,,,,,,,,,,,,,,
itmPromethiumOre,A radioactive crystalline mineral rich in Promethium. It can be refined in a constructor into a fine powder and pressed into pellets.,,Un minéral cristallin radioactif riche en Prométhium. Il peut être raffiné dans un constructeur en une poudre fine et pressé en granulés.,,,,,,,,,,,,,,
